神社名稱,住所,URL,緯度,経度,電話番号
八幡神社（はちまんじんじゃ）,福井県福井市平尾町１６ー１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_153304,36.039056,136.107194,-
白山神社（はくさんじんじゃ）,福井県福井市坪谷町４０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_152415,36.008849,136.140865,-
春日神社（かすがじんじゃ）,福井県福井市田尻栃谷町３０−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_152041,36.037371,136.162704,-
春日神社（かすがじんじゃ）,福井県福井市田尻栃谷町１２宮垣内１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_140625,36.034832,136.169247,-
丹生神社（にふじんじゃ）,福井県福井市竹生町１８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_140151,36.046199,136.151850,-
犬飼神社（いぬがいじんじゃ）,福井県福井市滝波町５０−２−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_135418,36.021649,136.110246,-
白山神社（はくさんじんじゃ）,福井県福井市清水杉谷町１−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_134120,36.037019,136.160078,-
加茂神社（かもじんじゃ）,福井県福井市下天下町２−１５,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_133502,36.042892,136.142115,-
毘沙門神社（びしゃもんじんじゃ）,福井県福井市清水山町５１−３２,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_132504,36.006396,136.161441,-
池鯉鮒神社（ちりふじんじゃ）,福井県福井市清水山町２６−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_131614,36.010949,136.157416,-
白山神社（はくさんじんじゃ）,福井県福井市清水山町４５−２２,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_112654,36.007932,136.160477,-
白山神社（はくさんじんじゃ）,福井県福井市清水畑町６３−７４,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_112447,36.033467,136.106768,-
八幡神社（はちまんじんじゃ）,福井県福井市清水町９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_112317,36.056643,136.156037,-
白山神社（はくさんじんじゃ）,福井県福井市島寺町５５−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_112125,36.020782,136.145695,-
貴船神社（きふねじんじゃ）,福井県福井市笹谷町６３−２７,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_111912,36.018621,136.103807,-
白山神社（はくさんじんじゃ）,福井県福井市御油町１３−５９,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_111212,36.017390,136.146499,-
神明神社（しんめいじんじゃ）,福井県福井市甑谷町５−３１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_111016,36.001683,136.143855,-
鍵岡神社（かぎおかじんじゃ）,福井県福井市上天下町１−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_110745,36.039813,136.138407,-
白山神社（はくさんじんじゃ）,福井県福井市片山町８３−１５−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_092305,36.027807,136.169720,-
八幡神社（はちまんじんじゃ）,福井県福井市片山町２５−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20161003_092022,36.025071,136.159972,-
八幡神社（はちまんじんじゃ）,福井県福井市片粕町６１−４９,http://www.jinja-fukui.jp/detail/index.php?ID=20160930_172008,36.047018,136.167853,-
白山神社（はくさんじんじゃ）,福井県福井市風巻町９−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20160930_171004,36.025863,136.139306,-
今井神社（いまいじんじゃ）,福井県福井市小羽町３−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20160930_170645,36.030673,136.138034,-
天日神社（てんにちじんじゃ）,福井県福井市大森町１０１−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_121020,36.022378,136.119116,-
八幡神社（はちまんじんじゃ）,福井県福井市朝宮町１０−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_120811,36.037489,136.173216,-
熊野神社（くまのじんじゃ）,福井県福井市在田町４０−２−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_120550,35.996069,136.143500,-
剱神社（つるぎじんじゃ）,福井県丹生郡越前町四ツ杉２−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_120353,35.960998,136.034410,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町三崎２８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_115738,35.962347,136.043641,-
剱神社（つるぎじんじゃ）,福井県丹生郡越前町細野５０−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_115401,35.981181,136.070726,-
藥師神社（やくしじんじゃ）,福井県丹生郡越前町中２３−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20160927_115003,35.962344,136.049132,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町中大王丸入会２６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_170027,35.960900,136.046872,-
剱神社（つるぎじんじゃ）,福井県丹生郡越前町平等５４−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_165357,35.941327,136.048775,-
稲荷神社（いなりじんじゃ）,福井県丹生郡越前町下山中１０−７,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_165118,35.957891,136.026550,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町下河原３８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_164818,35.940818,136.056370,-
神明社（しんめいしゃ）,福井県丹生郡越前町下河原９−６１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_163716,35.9476732,136.0563676,-
春日神社（かすがじんじゃ）,福井県丹生郡越前町上山中４６−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_163114,35.954727,136.022449,-
神明社（しんめいしゃ）,福井県丹生郡越前町織田５５−５,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_162849,35.960013,136.063870,-
山神之神社（やまがみのじんじゃ）,福井県丹生郡越前町織田１０５−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_162537,35.959080,136.048786,-
劔神社（つるぎじんじゃ）,福井県丹生郡越前町織田１１３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_133441,35.957854,136.055354,-
八坂神社（やさかじんじゃ）,福井県丹生郡越前町織田１０１−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_115033,35.960295,136.051706,-
少彦名神社（すくなひこなじんじゃ）,福井県丹生郡越前町笈松６５−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_114621,35.979497,136.039140,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町上戸２８−５８,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_114154,35.964010,136.080438,-
貴船神社（きふねじんじゃ）,福井県丹生郡越前町入尾１８−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_113807,35.990206,136.054774,-
稲荷神社（いなりじんじゃ）,福井県丹生郡越前町赤井谷１６−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_113154,35.974903,136.050011,-
神明神社（しんめいじんじゃ）,福井県福井市八ツ俣町５２−５,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_112856,35.995057,135.977178,-
春日神社（かすがじんじゃ）,福井県福井市浜北山町１２−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_112554,36.015543,135.996733,-
八幡神社（はちまんじんじゃ）,福井県福井市城有町３１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_112326,35.994794,135.983216,-
越知神社（おちじんじゃ）,福井県福井市茱崎町１４−２３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_112142,36.043947,136.012654,-
松尾神社（まつおじんじゃ）,福井県福井市茱崎町１１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_111949,36.040586,136.013910,-
気比神社（けひじんじゃ）,福井県福井市蒲生町１０−４１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_111803,36.036465,136.014029,-
春日神社（かすがじんじゃ）,福井県福井市蒲生町２−５３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_111524,36.039415,136.014382,-
八幡神社（はちまんじんじゃ）,福井県福井市大味町３５−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_111140,36.049114,136.018934,-
春日神社（かすがじんじゃ）,福井県福井市居倉町３９−１６,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_110811,36.008776,135.988505,-
八坂神社（やさかじんじゃ）,福井県丹生郡越前町天王１８−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_103245,35.983298,136.123226,-
八幡神社（はちまんじんじゃ）,福井県福井市赤坂町５２−１５,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_103043,36.000203,135.988380,-
稲荷神社（いなりじんじゃ）,福井県丹生郡越前町六呂師９−４４,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_102809,35.888553,136.008878,-
茂原神社（もはらじんじゃ）,福井県丹生郡越前町茂原５−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_102552,35.910045,135.997406,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町道口４−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_102415,35.934894,135.998450,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町梨子ヶ平１３−８,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_102045,35.988761,135.967003,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町血ヶ平７３−６,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_101728,35.977896,135.978091,-
加茂神社（かもじんじゃ）,福井県丹生郡越前町玉川３６−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_101240,35.969822,135.970880,-
日和山神社（ひわやまじんじゃ）,福井県丹生郡越前町高佐３５−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_101028,35.894288,135.995121,-
神明神社（しんめいじんじゃ）,福井県丹生郡越前町左右６−７,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_100639,35.986320,135.965267,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町新保１３−３９,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_100448,35.946574,135.988602,-
鹿島神社（かしまじんじゃ）,福井県丹生郡越前町新保１１−３６,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_100151,35.949254,135.988528,-
気比神社（けひじんじゃ）,福井県丹生郡越前町宿８−３１,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_095849,35.950910,135.987822,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町米ノ５１−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_095611,35.889918,135.998530,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町午房ヶ平６−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_095134,35.876236,136.011897,-
八幡宮（はちまんぐう）,福井県丹生郡越前町厨１３−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_094647,35.929688,136.001810,-
劔神社（つるぎじんじゃ）,福井県丹生郡越前町小樟５−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_094458,35.942150,135.992545,-
劔神社（つるぎじんじゃ）,福井県丹生郡越前町大樟６−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160920_094108,35.940082,135.995077,-
劔神社（つるぎじんじゃ）,福井県丹生郡越前町梅浦７０−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_120703,35.957186,135.983596,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町増谷１２−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_120209,35.921510,136.052158,-
山神神社（やまがみじんじゃ）,福井県丹生郡越前町古屋２９−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_120042,35.927058,136.050695,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町舟場８−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_115556,35.926646,136.100349,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町広野３５−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_113912,35.948283,136.079616,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町八田新保２−４５,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_113447,35.931579,136.099090,-
稲荷神社（いなりじんじゃ）,福井県丹生郡越前町八田５３−４０,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_113211,35.9222196,136.1100246,-
柳田神社（やなぎだじんじゃ）,福井県丹生郡越前町八田５１−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_112429,35.921051,136.112767,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町八田３６−５３,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_112148,35.922865,136.121404,-
開谷神社（かいだにじんじゃ）,福井県丹生郡越前町八田１１−２８,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_110947,35.924818,136.108482,-
剱神社（つるぎじんじゃ）,福井県丹生郡越前町野５−５１,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_110750,35.934686,136.118765,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町寺２７−５７,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_110413,35.933779,136.111251,-
國重神社（くにしげじんじゃ）,福井県丹生郡越前町寺１０−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_105710,35.937937,136.112553,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町熊谷３８−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_105411,35.924735,136.041286,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町樫津１８−７,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_105052,35.939945,136.086706,-
神明神社（しんめいじんじゃ）,福井県丹生郡越前町小曽原３６−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_103509,35.929011,136.063717,-
天神社（てんじんしゃ）,福井県丹生郡越前町大谷２０−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_103133,35.939678,136.120138,-
神明神社（しんめいじんじゃ）,福井県丹生郡越前町円満１６−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_102536,35.927901,136.118757,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町江波３３−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_100834,35.945117,136.067471,-
大將軍神社（だいしょうぐんじんじゃ）,福井県丹生郡越前町上野１６−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_095535,35.929988,136.117203,-
天神社（てんじんしゃ）,福井県丹生郡越前町宇須尾２８−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_095228,35.938745,136.121327,-
長岡神社（ながおかじんじゃ）,福井県丹生郡越前町宇須尾２７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160916_084722,35.932861,136.122212,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町横山１−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_173827,35.984917,136.107629,-
麻氣神社（まきじんじゃ）,福井県丹生郡越前町真木１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_173313,36.013093,136.066181,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町宝泉寺２５−４,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_172940,35.978047,136.123359,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町野末７−５１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_170450,35.991234,136.105742,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町西田中９−４６,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_165135,35.975425,136.127323,-
小白山神社（こはくさんじんじゃ）,福井県丹生郡越前町（窪）中野１３−８,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_164419,35.999755,136.087606,-
熊野神社（くまのじんじゃ）,福井県丹生郡越前町栃川１６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_161050,35.987778,136.125541,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町田中６−４４−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_160904,35.985142,136.141821,-
雨夜神社（あまやじんじゃ）,福井県丹生郡越前町天王１８−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_160057,35.983231,136.123208,-
剱神社（つるぎじんじゃ）,福井県丹生郡越前町境野２７−４,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_151524,35.960440,136.089385,-
八坂神社（やさかじんじゃ）,福井県丹生郡越前町茱原２１−３９,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_151320,35.964117,136.092372,-
春日神社（かすがじんじゃ）,福井県丹生郡越前町上川去６−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_145857,35.969298,136.132764,-
住吉神社（すみよしじんじゃ）,福井県丹生郡越前町金谷１２−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_143301,35.967172,136.112401,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町頭谷２９−９,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_143104,35.956296,136.102803,-
大洗磯崎神社（おおあらいいそざきじんじゃ）,福井県丹生郡越前町乙坂１２−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_142921,35.989653,136.137877,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町小倉９０−６４,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_142650,35.993943,136.103857,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町小倉１９−７,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_141148,36.0016538,136.0969648,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町小川３５−５,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_140935,36.002070,136.060860,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町小川３０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_140654,36.005622,136.065496,-
産神社（さんじんじゃ）,福井県丹生郡越前町大畑１０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_125824,35.998876,136.116421,-
越知神社（おちじんじゃ）,福井県丹生郡越前町大谷寺８４−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_123938,35.997585,136.032094,-
日吉神社（ひよしじんじゃ）,福井県丹生郡越前町内郡９−５５,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_123732,35.975677,136.126458,-
尾上神社（おのうえじんじゃ）,福井県丹生郡越前町牛越５１−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160915_123349,35.985325,136.110523,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町岩開２３−５３,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_172340,35.960517,136.119585,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町岩開１８−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_171958,35.963408,136.124000,-
稲荷神社（いなりじんじゃ）,福井県丹生郡越前町市２−９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_171838,35.984277,136.138335,-
神明神社（しんめいじんじゃ）,福井県丹生郡越前町天谷６９−９,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_171650,36.020387,136.061123,-
八幡神社（はちまんじんじゃ）,福井県丹生郡越前町朝日７−８８,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_170750,35.971416,136.123138,-
白山神社（はくさんじんじゃ）,福井県丹生郡越前町青野３３−９,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_165910,35.964952,136.106168,-
皇王神社（こうおうじんじゃ）,福井県大飯郡おおい町名田庄虫鹿野１４−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_165334,35.400379,135.706901,-
廣峰神社（ひろみねじんじゃ）,福井県大飯郡おおい町名田庄永谷１３−５０,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_165040,35.377108,135.741708,-
熊野神社（くまのじんじゃ）,福井県大飯郡おおい町名田庄三重５−２５,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_164850,35.416346,135.678585,-
加茂神社（かもじんじゃ）,福井県大飯郡おおい町名田庄納田終１２７−４,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_161338,35.395806,135.589777,-
八幡神社（はちまんじんじゃ）,福井県大飯郡おおい町名田庄槇谷１９−２、３,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_161026,35.382462,135.655015,-
日枝神社（ひえじんじゃ）,福井県大飯郡おおい町名田庄西谷１０−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_160523,35.412139,135.636990,-
虫尾神社（むしおじんじゃ）,福井県大飯郡おおい町名田庄中２７−２２,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_160058,35.403044,135.640992,-
苅田比賣神社（かりたひめじんじゃ）,福井県大飯郡おおい町名田庄下３−１５,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_155855,35.408359,135.651434,-
苅田彦神社（かりたひこじんじゃ）,福井県大飯郡おおい町名田庄小倉１７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_155621,35.399722,135.675027,-
末多徒神社（またとじんじゃ）,福井県大飯郡おおい町名田庄口坂本２８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_155257,35.399474,135.609843,-
野津多徒神社（のつたとじんじゃ）,福井県大飯郡おおい町名田庄奥坂本５０−２０,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_155028,35.406352,135.601427,-
加茂神社（かもじんじゃ）,福井県大飯郡おおい町名田庄奥坂本３２−５,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_151433,35.416894,135.583862,-
伊津岐神社（いつきじんじゃ）,福井県大飯郡おおい町名田庄井上１９−３２,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_150621,35.408934,135.630900,-
山神社（やまじんじゃ）,福井県大飯郡おおい町名田庄挙野２１−１９−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_145650,35.399034,135.688404,-
廣嶺神社（ひろみねじんじゃ）,福井県三方上中郡若狭町日笠５−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160913_135623,35.461239,135.825408,-
勝手神社（かつてじんじゃ）,福井県三方上中郡若狭町脇袋２６−３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_173534,35.466549,135.876857,-
古城神社（こじょうじんじゃ）,福井県三方上中郡若狭町山内５８−４−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_173301,35.489748,135.876136,-
熊野神社（くまのじんじゃ）,福井県三方上中郡若狭町持田１３−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_173149,35.489568,135.868247,-
金劔神社（かねぎじんじゃ）,福井県三方上中郡若狭町武生１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_172918,35.479306,135.834641,-
信主神社（しんしゅじんじゃ）,福井県三方上中郡若狭町三宅６３−２,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_172733,35.459173,135.865942,-
八幡神社（はちまんじんじゃ）,福井県三方上中郡若狭町三田４１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_172546,35.509253,135.872722,-
瀧倉神社（たきくらじんじゃ）,福井県三方上中郡若狭町三生野３３−３５、３６,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_172331,35.523551,135.868370,-
二十八所神社（にじゅうはっしょじんじゃ）,福井県三方上中郡若狭町長江１０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_170809,35.494620,135.865983,-
岩上神社（いわがみじんじゃ）,福井県三方上中郡若狭町天徳寺４０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_170517,35.460444,135.843718,-
波古神社（はこじんじゃ）,福井県三方上中郡若狭町堤１８−１６,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_170317,35.478987,135.853960,-
熊野神社（くまのじんじゃ）,福井県三方上中郡若狭町玉置４５−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_170115,35.478134,135.821891,-
山ノ井椙杜神社（やまのいすぎもりじんじゃ）,福井県三方上中郡若狭町杉山１２−２５,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_163937,35.496687,135.855362,-
八幡神社（はちまんじんじゃ）,福井県三方上中郡若狭町末野７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_163117,35.489985,135.889142,-
白石神社（しらいしじんじゃ）,福井県三方上中郡若狭町新道４０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_162923,35.449874,135.902274,-
春日神社（かすがじんじゃ）,福井県三方上中郡若狭町下吉田１１−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_162224,35.468110,135.867105,-
三宅神社（みやけじんじゃ）,福井県三方上中郡若狭町下野木１９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_161958,35.485762,135.806241,-
廣嶺神社（ひろみねじんじゃ）,福井県三方上中郡若狭町下タ中１６−２４，２５，２６,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_161748,35.483479,135.876628,-
天満神社（てんまんじんじゃ）,福井県三方上中郡若狭町無悪４７−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_155507,35.516261,135.870912,-
白石神社（しらいしじんじゃ）,福井県三方上中郡若狭町河内７６−１９−３,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_155324,35.430889,135.888833,-
寶鏡神社（ほうきょうじんじゃ）,福井県三方上中郡若狭町神谷５２−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_154325,35.464206,135.830678,-
八幡神社（はちまんじんじゃ）,福井県三方上中郡若狭町上黒田８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_154032,35.514062,135.857476,-
松木神社（まつきじんじゃ）,福井県三方上中郡若狭町熊川３３−２３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_153632,35.444031,135.898575,-
白石神社（しらいしじんじゃ）,福井県三方上中郡若狭町熊川３０−９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_152614,35.442848,135.899868,-
八幡神社（はちまんじんじゃ）,福井県三方上中郡若狭町仮屋３４−３２,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_152207,35.450848,135.873320,-
春日神社（かすがじんじゃ）,福井県三方上中郡若狭町上吉田１７−１０、１１,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_151224,35.464962,135.867314,-
河原神社（かわらじんじゃ）,福井県三方上中郡若狭町上野木５５−８,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_150558,35.479392,135.813379,-
日枝神社（ひえじんじゃ）,福井県三方上中郡若狭町兼田１５−２０,http://www.jinja-fukui.jp/detail/index.php?ID=20160908_132342,35.473931,135.835589,-
岩上神社（いわかみじんじゃ）,福井県三方上中郡若狭町兼田１３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_171907,35.474216,135.841016,-
石按比古比賣神社（いわくらひこひめじんじゃ）,福井県三方上中郡若狭町大鳥羽４−２２，２３,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_171653,35.503272,135.863617,-
天満神社（てんまんじんじゃ）,福井県三方上中郡若狭町瓜生５２−７、８,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_170732,35.458986,135.881937,-
熊野神社（くまのじんじゃ）,福井県三方上中郡若狭町井ノ口４１−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_161116,35.460224,135.852669,-
市姫神社（いちひめじんじゃ）,福井県三方上中郡若狭町市場１６−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_160859,35.460214,135.858585,-
齋神社（いつきじんじゃ）,福井県三方上中郡若狭町有田６−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_160615,35.485493,135.865973,-
天満宮（てんまんぐう）,福井県三方上中郡若狭町海士坂１２−５,http://www.jinja-fukui.jp/detail/index.php?ID=20160907_160216,35.529483,135.849730,-
