神社名稱,住所,URL,緯度,経度,電話番号
春日神社（かすがじんじゃ）,福井県福井市東森田１−１７０５,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_170157,36.1158347,136.2535021,-
白山神社（はくさんじんじゃ）,福井県福井市内山梨子町５−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_170003,36.132578,136.157465,-
白山神社（はくさんじんじゃ）,福井県福井市謡谷町８−１１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_165834,36.041987,136.039250,-
白山神社（はくさんじんじゃ）,福井県福井市上伏町１８−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_165703,36.0935438,136.192678,-
神明神社（しんめいじんじゃ）,福井県福井市上野本町３５−２９,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_165358,36.1136119,136.2366037,-
白山神社（はくさんじんじゃ）,福井県福井市上野町１３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_165147,36.138761,136.147276,-
諏訪神社（すわじんじゃ）,福井県福井市印田町２−４１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_165026,36.0571888,136.2603555,-
神明神社（しんめいじんじゃ）,福井県福井市岩倉町２２−９−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164846,36.002962,136.261591,-
稲荷神社（いなりじんじゃ）,福井県福井市今市町１４−４,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164714,36.0093348,136.20077,-
白山神社（はくさんじんじゃ）,福井県福井市稲津町４１−８,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164559,36.0281613,136.2563069,-
日吉神社（ひよしじんじゃ）,福井県福井市稲多浜町２−４,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164410,36.1020679,136.2232692,-
天満神社（てんまんじんじゃ）,福井県福井市糸崎町２２−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164244,36.1206205,136.0584122,-
熊野神社（くまのじんじゃ）,福井県福井市市ノ瀬町１６−１−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_164117,36.134002,136.097168,-
市王子神社（いちおうじじんじゃ）,福井県福井市一王寺町５−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163943,36.100268,136.135902,-
板垣神社（いたがきじんじゃ）,福井県福井市板垣町３８,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163755,36.04982000683307,136.23021878616643,-
白山神社（はくさんじんじゃ）,福井県福井市泉田町２９−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163650,36.0922635,136.2733787,-
天満神社（てんまんじんじゃ）,福井県福井市石盛町２７−３６,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163507,36.117092,136.2340371,-
春日神社（かすがじんじゃ）,福井県福井市石畠町３−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163344,36.137991,136.123250,-
春日神社（かすがじんじゃ）,福井県福井市石橋町８−３３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163156,36.148049,136.101820,-
春日神社（かすがじんじゃ）,福井県福井市石新保町１６−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_163010,36.1470326,136.1092153,-
白山神社（はくさんじんじゃ）,福井県福井市生部町２−２０,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_162903,35.987722,136.246940,-
氷川神社（ひかわじんじゃ）,福井県福井市生部町６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_162748,35.9900444,136.2448692,-
熊野神社（くまのじんじゃ）,福井県福井市池尻町２６−６３,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_162403,36.148552,136.150624,-
神明神社（しんめいじんじゃ）,福井県福井市飯塚町２３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_162000,36.0630833,136.1803732,-
荒谷神社（あらたにじんじゃ）,福井県福井市荒谷町１７−１６,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_161848,36.117078,136.134524,-
白山神社（はくさんじんじゃ）,福井県福井市荒木別所町８−３５０,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_161609,36.043343,136.266078,-
天満神社（てんまんじんじゃ）,福井県福井市荒木町１４−９、２１−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_161432,36.0357401,136.2701038,-
氷川神社（ひかわじんじゃ）,福井県福井市荒木新保町２７−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_161306,36.0352216,136.2658839,-
蛭子神社（えびすじんじゃ）,福井県福井市鮎川町１９２−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_160952,36.089863,136.030076,-
菅原神社（すがはらじんじゃ）,福井県福井市天菅生町６−５,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_160405,36.122864,136.168439,-
越知神社（おちじんじゃ）,福井県福井市尼ケ谷町９−１４−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_154953,36.022940,136.046541,-
日吉神社（ひよしじんじゃ）,福井県福井市天池町３３−３２,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_154722,36.106409,136.217617,-
黒龍神社（くろたつじんじゃ）,福井県福井市安保町８−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_154459,36.009507,136.197318,-
天満神社（てんまんじんじゃ）,福井県福井市安波賀中島町７−４６,http://www.jinja-fukui.jp/detail/index.php?ID=20161219_154216,36.016791,136.296499,-
八幡神社（はちまんじんじゃ）,福井県福井市浅水二日町５９−６６,http://www.jinja-fukui.jp/detail/index.php?ID=20161216_163538,36.003556,136.194948,-
八坂神社（やさかじんじゃ）,福井県福井市網戸瀬町１８−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161216_163121,36.106819,136.198552,-
日吉神社（ひよしじんじゃ）,福井県福井市浅水町１４−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20161216_162943,36.0067573,136.1985343,-
笏谷神社（しゃくだにじんじゃ）,福井県福井市小山谷町１０−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161216_162527,36.057414,136.198690,-
白山神社（はくさんじんじゃ）,福井県福井市足谷町７−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161216_162005,36.076873,136.107218,-
白山神社（はくさんじんじゃ）,福井県吉田郡永平寺町吉峰３５−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_161026,36.061076,136.421111,-
福島神社（ふくしまじんじゃ）,福井県吉田郡永平寺町牧福島２３−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_160543,36.084497,136.382238,-
八幡社（はちまんしゃ）,福井県吉田郡永平寺町牧福島２０−６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_160223,36.0817734,136.3863278,-
鹿島神社（かしまじんじゃ）,福井県吉田郡永平寺町藤巻４９−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_155755,36.0703117,136.414973,-
白山神社（はくさんじんじゃ）,福井県吉田郡永平寺町野中１４−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_155139,36.080985,136.373416,-
簸川神社（ひかわじんじゃ）,福井県吉田郡永平寺町竹原２２−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_154941,36.070390,136.410281,-
薬師神社（やくしじんじゃ）,福井県吉田郡永平寺町清水７−２０,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_153944,36.079066,136.402972,-
大山?社（おおやまづみしゃ）,福井県吉田郡永平寺町山王１５−２２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_153719,36.080609,136.392473,-
白山神社（はくさんじんじゃ）,福井県吉田郡永平寺町大野島１−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_153344,36.083281,136.397582,-
八幡神社（はちまんじんじゃ）,福井県吉田郡永平寺町大月１８−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_153141,36.075763,136.390790,-
多伎都姫神社（たきつひめじんじゃ）,福井県吉田郡永平寺町市右エ門島１０−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_152854,36.0839373,136.3957128,-
鹿島神社（かしまじんじゃ）,福井県吉田郡永平寺町市荒川２８−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_152623,36.072207,136.416100,-
八幡神社（はちまんじんじゃ）,福井県吉田郡永平寺町石上３４−７８,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_152352,36.070161,136.407365,-
白山神社（はくさんじんじゃ）,福井県吉田郡永平寺町浅見５４−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_150744,36.077438,136.377302,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町長崎８−２２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_134133,36.144119,136.247408,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町若宮２８−１５,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_133506,36.1542991,136.2395461,-
日吉神社（ひよしじんじゃ）,福井県坂井市坂井町宮領４４−８,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_133232,36.1610568,136.2440952,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町福島３４−２５,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_133016,36.1507605,136.2339745,-
神明神社（しんめいじんじゃ）,福井県坂井市坂井町東中野５ー３,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_132636,36.1830361,136.2062259,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町東長田３１−８,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_132442,36.153703,136.220026,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町東荒井１３−１３,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_132033,36.181201,136.192423,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町東３２−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_131706,36.182654,136.218032,-
春日神社（さかいちょうにし）,福井県坂井市坂井町西２１−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_131429,36.180832,136.213324,-
天満神社（てんまんじんじゃ）,福井県坂井市坂井町西７−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_131244,36.1830476,136.2155332,-
氷川神社（ひかわじんじゃ）,福井県坂井市坂井町長屋３３−４,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_131101,36.177983,136.249713,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町長畑６−１６,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_130931,36.168006,136.233526,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町蛸６−５０,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_130652,36.185256,136.183040,-
日吉神社（ひよしじんじゃ）,福井県坂井市坂井町徳分田１２−３２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_130535,36.160052,136.224128,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町高柳７５−２７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_115536,36.184909,136.174865,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町田島窪６−３５,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_115414,36.157967,136.255497,-
神明神社（しんめいじんじゃ）,福井県坂井市坂井町田島１−２２,http://www.jinja-fukui.jp/detail/index.php?ID=20161215_115140,36.163091,136.247300,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町下関４７−５９,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_171918,36.190164,136.229658,-
黒龍神社（くろたつじんじゃ）,福井県坂井市坂井町下関２０−３５,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_171636,36.190811,136.235760,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町下新庄３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_165902,36.169798,136.230273,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町島９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_165733,36.170646,136.178850,-
日吉神社（ひよしじんじゃ）,福井県坂井市坂井町定旨１８−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_165623,36.172242,136.230619,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町御油田７−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_165447,36.175592,136.253294,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町蔵垣内１７−２６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_165259,36.176877,136.218821,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町五本１９−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_164831,36.172863,136.227311,-
薬師神社（やくしじんじゃ）,福井県坂井市坂井町上蔵垣内４２−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_164437,36.174004,136.225661,-
白山神社（はくさんじんじゃ）,福井県坂井市坂井町清永１３−１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_164311,36.169980,136.186506,-
紀倍神社（きべじんじゃ）,福井県坂井市坂井町木部新保２２−４４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_164044,36.166442,136.160575,-
白山神社（はくさんじんじゃ）,福井県坂井市坂井町木部東３−４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163848,36.180015,136.183707,-
白山神社（はくさんじんじゃ）,福井県坂井市坂井町河和田４３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163713,36.173229,136.245983,-
松原神社（まつばらじんじゃ）,福井県坂井市坂井町上兵庫４９−２８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163445,36.170205,136.209894,-
関廼神社（せきのじんじゃ）,福井県坂井市坂井町上関３２−２６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163303,36.184655,136.228344,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町上関１９−１１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163141,36.182382,136.232773,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町上新庄４３−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_163031,36.165018,136.232740,-
白山神社（はくさんじんじゃ）,福井県坂井市坂井町折戸３３−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_162850,36.174470,136.154951,-
氷川神社（ひかわじんじゃ）,福井県坂井市坂井町大味１４３−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_162619,36.183319,136.199484,-
八幡神社（はちまんじんじゃ）,福井県坂井市坂井町大味３６−３６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_162453,36.188169,136.205284,-
春日神社（かすがじんじゃ）,福井県坂井市坂井町大味８−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_162302,36.185215,136.213326,-
熊野神社（くまのじんじゃ）,福井県坂井市坂井町今井１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_161122,36.189338,136.170645,-
住吉神社（すみよしじんじゃ）,福井県坂井市春江町寄安１０−３８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160815,36.122463,136.243084,-
安沢神社（やすさわじんじゃ）,福井県坂井市春江町安沢１２−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160636,36.140279,136.182787,-
白山神社（はくさんじんじゃ）,福井県坂井市春江町松木３−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160522,36.140146,136.199551,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町本堂１−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160403,36.138920,136.207987,-
春日神社（かすがじんじゃ）,福井県坂井市春江町堀越５−６０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160235,36.165764,136.180836,-
神明神社（しんめいじんじゃ）,福井県坂井市春江町布施田新２−３１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_160124,36.147491,136.171609,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町藤鷲塚１７−２４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_154338,36.144146,136.213434,-
春日神社（かすがじんじゃ）,福井県坂井市春江町姫王１１−２７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_154153,36.153661,136.175196,-
神明神社（しんめいじんじゃ）,福井県坂井市春江町東太郎丸９−１５，１６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_154001,36.128069,136.216043,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町針原３２−２１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_153844,36.127287,136.202174,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町針原２３−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_153330,36.123525,136.201658,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町針原３７−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_152717,36.123667,136.204129,-
長田神社（おさだじんじゃ）,福井県坂井市春江町西長田３４−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_152445,36.152776,136.203508,-
白山神社（はくさんじんじゃ）,福井県坂井市春江町西太郎丸１１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_151138,36.132397,136.209318,-
神明神社（しんめいじんじゃ）,福井県坂井市春江町中庄２２−７３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_150103,36.143269,136.193243,-
春日神社（かすがじんじゃ）,福井県坂井市春江町中筋三ツ屋３−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_145458,36.127125,136.228641,-
春日神社（かすがじんじゃ）,福井県坂井市春江町中筋３４−４２,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_144522,36.1249665,136.2410335,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町取次４−１６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_144312,36.147954,136.174345,-
日吉神社（ひよしじんじゃ）,福井県坂井市春江町辻２０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_143934,36.162759,136.178706,-
八坂神社（やさかじんじゃ）,福井県坂井市春江町為国西の宮１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_143451,36.129132,136.225513,-
神明神社（しんめいじんじゃ）,福井県坂井市春江町田端２６−２７、２８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_143316,36.135705,136.194840,-
住吉神社（すみよしじんじゃ）,福井県坂井市春江町高江９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_143126,36.133734,136.192083,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町千歩寺３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_142544,36.140148,136.203334,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町随応寺９−６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_142412,36.133295,136.215774,-
諏訪神社（すわじんじゃ）,福井県坂井市春江町正蓮花１６−３９,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_141832,36.123030,136.231245,-
神明神社（しんめいじんじゃ）,福井県坂井市春江町正善９−３０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_135806,36.149597,136.172295,-
信社王神社（しんじゃおうじんじゃ）,福井県坂井市春江町下小森１８−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_135639,36.157451,136.180395,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町定広１４−４０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_135451,36.158775,136.163884,-
白山神社（はくさんじんじゃ）,福井県坂井市春江町定重６−９,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_135336,36.121032,136.247241,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町境元町７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_135040,36.131464,136.224879,-
紀倍神社（きべじんじゃ）,福井県坂井市春江町木部西方寺５−２０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_134833,36.158995,136.174590,-
春日神社（かすがじんじゃ）,福井県坂井市春江町金剛寺８−６１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_134604,36.141587,136.194189,-
小森神社（こもりじんじゃ）,福井県坂井市春江町上小森２０−２３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_132902,36.156530,136.180492,-
春日神社（かすがじんじゃ）,福井県坂井市春江町沖布目３６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_132704,36.138214,136.230326,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町大牧１９−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_132322,36.161251,136.193218,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町大針８−３１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_131949,36.145936,136.226056,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町江留中１０−６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_131723,36.138314,136.211817,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町江留下３０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_101738,36.127703,136.222741,-
八幡神社（はちまんじんじゃ）,福井県坂井市春江町江留上本町３２−７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_101500,36.1258824,136.2253766,-
比�盗_社（ひめじんじゃ）,福井県坂井市春江町井向２２−２７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_101318,36.166659,136.199807,-
石佛神社（いしぼとけじんじゃ）,福井県坂井市春江町石仏１−２０−５,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_101019,36.129770,136.236797,-
石塚神社（いしづかじんじゃ）,福井県坂井市春江町石塚５２−１７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_100812,36.143777,136.185464,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町楽間１１−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_100355,36.109995,136.306984,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町寄永２−２８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_100047,36.114211,136.299722,-
神武天皇社（じんむてんのうしゃ）,福井県坂井市丸岡町四ツ柳１８−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_095855,36.123225,136.275274,-
諏訪神社（すわじんじゃ）,福井県坂井市丸岡町四ツ屋７−８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_095713,36.133514,136.243272,-
諏訪神社（すわじんじゃ）,福井県坂井市丸岡町吉政３６−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_095539,36.136813,136.263345,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町与河６８−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_094616,36.1530314,136.2903966,-
日吉神社（ひよしじんじゃ）,福井県坂井市丸岡町山竹田１１３−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_094458,36.167240,136.331272,-
神明神社（しんめいじんじゃ）,福井県坂井市丸岡町山久保２９−５,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_094124,36.171831,136.292109,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町山口５３−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093920,36.161420,136.335337,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町八ツ口８−１０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093734,36.1410542,136.2614031,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町安田新２１−３３,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093601,36.124563,136.262714,-
春日神社（かすがじんじゃ）,福井県坂井市丸岡町舛田６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093431,36.142402,136.291272,-
八坂神社（やさかじんじゃ）,福井県坂井市丸岡町堀水１１−４７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093256,36.175398,136.268507,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町舟寄９０−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_093148,36.146619,136.248700,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町伏屋１１−４０,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_092852,36.156550,136.287143,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町東二ツ屋１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_092348,36.108068,136.315354,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町八丁２−４５,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_092139,36.117899,136.266681,-
河濯神社（かわそじんじゃ）,福井県坂井市丸岡町八幡町１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_091905,36.146340,136.270984,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町畑中７２−２５,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_091418,36.152442,136.292674,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町羽崎２７−２７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_091211,36.114449,136.260615,-
菅原神社（すがはらじんじゃ）,福井県坂井市丸岡町乗兼９−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_090926,36.173015,136.273595,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町野中山王６０−７,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_090740,36.127331,136.298555,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町長畝４６−１９,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_090321,36.1663822,136.2770697,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町長崎１８−１４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_090028,36.143649,136.250938,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町長崎１３−１８,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_085435,36.144086,136.247398,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町寅国９−１１−１，１５−４,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_085232,36.140271,136.269503,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町豊原高瀬５−６,http://www.jinja-fukui.jp/detail/index.php?ID=20161214_084733,36.126400,136.277474,-
白山神社（はくさんじんじゃ）,福井県坂井市丸岡町豊原４６−５−２,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_172627,36.151539,136.298112,-
友末神社（ともすえじんじゃ）,福井県坂井市丸岡町友末１６−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_172328,36.115416,136.296195,-
横山神社（よこやまじんじゃ）,福井県坂井市丸岡町坪江１９−３７,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_172141,36.175193,136.279650,-
若一神社（じゃくいちじんじゃ）,福井県坂井市丸岡町坪ノ内２８,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_171857,36.116056,136.288616,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町筑後清水１３−５２,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_171634,36.125584,136.280311,-
稲荷神社（いなりじんじゃ）,福井県坂井市丸岡町反保２−３１,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_171445,36.120196,136.271536,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町田屋１２６−８,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_171307,36.153574,136.296779,-
八坂神社（やさかじんじゃ）,福井県坂井市丸岡町為安１−１２,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_171154,36.111954,136.299780,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町高柳１１−４−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_170849,36.132850,136.260761,-
高向神社（たかむくじんじゃ）,福井県坂井市丸岡町高田１−７−１,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_170251,36.121333,136.283098,-
八幡神社（はちまんじんじゃ）,福井県坂井市丸岡町曽々木４０−３,http://www.jinja-fukui.jp/detail/index.php?ID=20161213_170148,36.148502,136.294508,-
